Point ID;Tag ID;Receptions antenna RC1;Receptions antenna RC2;Receptions antenna D1;Receptions antenna D2;End Time;Start Time;X;Y
290;18;[39, 35, 35, 31, 36, 36, 34, 42, 41, 38, 30, 39, 36, 27, 37, 45, 40, 43, 45, 40, 37, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[53, 0, 0, 0, 95, 113, 118, 117, 118, 115, 79, 85, 105, 121, 99, 74, 83, 82, 67, 93, 130, 133, 137, 131];[0, 55, 0, 111, 102, 103, 109, 117, 111, 29, 41, 0, 51, 135, 152, 158, 156, 160, 156, 157, 137, 128, 129, 132];2018-02-20 11:33:20;2018-02-20 11:31:20;464401.996829591;6111077.06476583
475;18;[0, 28, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 17];[41, 40, 44, 40, 38, 45, 41, 0, 0, 0, 0, 0, 0, 0, 38, 41, 39, 40, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 77, 56, 46, 59, 59, 28, 0, 56, 34, 37, 67, 62, 53, 70, 68, 53, 43, 0];2018-02-23 09:27:35;2018-02-23 09:25:35;464901.637565484;6110445.9875395
142;18;[38, 45, 45, 48, 48, 44, 32, 43, 42, 39, 45, 45, 43, 45, 35, 39, 35, 38, 50, 54, 53, 50, 51, 50];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-18 18:26:00;2018-02-18 18:24:00;463237.639315352;6111071.42058638
245;12;[0, 40, 36, 33, 34, 0, 0, 38, 27, 30, 31, 39, 40, 39, 32, 38, 38, 35, 33, 28, 34, 30, 32, 35];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[236, 240, 237, 235, 190, 181, 193, 188, 179, 182, 230, 230, 230, 234, 230, 225, 238, 199, 211, 220, 217, 215, 214, 209];[0, 0, 0, 27, 0, 0, 0, 77, 72, 67, 55, 45, 32, 56, 47, 0, 0, 0, 0, 117, 75, 108, 121, 101];2018-01-27 08:08:45;2018-01-27 08:06:45;464383.814761139;6111299.57243711
216;18;[83, 81, 81, 82, 81, 82, 82, 70, 76, 72, 72, 73, 72, 80, 80, 80, 80, 80, 79, 73, 73, 73, 72, 75];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 29, 0, 0, 0, 14, 48, 0, 0, 0, 0, 0, 19, 52, 53, 41, 50, 33, 64, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-20 12:54:00;2018-02-20 12:52:00;463819.817895772;6111074.31681711
457;18;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-06-03 10:44:00;2018-06-03 10:42:00;465276.697935061;6110790.2279858
222;18;[0, 51, 52, 49, 52, 49, 46, 35, 0, 0, 0, 0, 0, 0, 39, 36, 35, 0, 31, 33, 48, 0, 24, 27];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 22, 33, 44, 36, 73, 62];2018-02-20 09:52:15;2018-02-20 09:50:15;464332.008731583;6111384.98466098
363;18;[33, 30, 31, 29, 25, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 25, 0, 0];[0, 32, 29, 32, 26, 0, 40, 36, 41, 38, 39, 37, 35, 0, 0, 0, 0, 40, 37, 48, 46, 44, 44, 47];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[94, 86, 72, 72, 85, 70, 0, 211, 212, 212, 213, 204, 96, 89, 80, 92, 85, 204, 200, 201, 200, 202, 202, 198];2018-02-23 20:02:45;2018-02-23 20:00:45;464898.837361948;6111028.09805379
248;18;[33, 31, 30, 35, 35, 36, 36, 32, 28, 0, 0, 34, 0, 35, 35, 34, 0, 34, 36, 0, 28, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[27, 32, 0, 0, 31, 30, 42, 20, 26, 17, 18, 24, 0, 24, 24, 14, 0, 19, 0, 0, 0, 14, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-23 12:56:10;2018-02-23 12:54:10;464639.921491492;6111454.94936999
436;18;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 91, 97, 90, 91, 92, 117, 138, 143, 141, 128, 139];2018-02-23 11:22:25;2018-02-23 11:20:25;465395.671788562;6110979.21505545
174;18;[62, 61, 62, 62, 62, 62, 61, 49, 51, 51, 52, 53, 49, 60, 62, 62, 61, 59, 50, 52, 51, 49, 51, 53];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-18 12:13:45;2018-02-18 12:11:45;464057.718844762;6111452.10599126
304;18;[37, 37, 38, 35, 40, 36, 32, 38, 39, 37, 34, 40, 37, 40, 40, 40, 38, 41, 37, 34, 39, 44, 43, 48];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-22 11:00:50;2018-02-22 10:58:50;463685.554615034;6110525.7046293
411;18;[27, 32, 0, 30, 0, 32, 30, 0, 24, 35, 0, 36, 29, 33, 0, 33, 0, 27, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 33, 0, 28, 27, 34, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 94, 0, 0, 0, 92, 163, 151, 0, 0, 0, 170, 0, 0, 0, 169, 0, 0, 0, 0, 182, 180, 180, 0];2018-02-23 08:55:00;2018-02-23 08:53:00;465173.107945335;6110960.95138908
456;18;[33, 0, 35, 33, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0];[43, 40, 42, 44, 42, 45, 42, 0, 0, 0, 0, 0, 0, 36, 32, 33, 30, 33, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 27, 0, 79, 0, 62, 130, 119, 118, 110, 91, 49, 100, 75, 81, 66, 59, 66, 67, 45, 0];2018-02-22 09:00:00;2018-02-22 08:58:00;465191.361168907;6110738.44253025
155;18;[0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 40, 38, 39, 35, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-20 16:20:40;2018-02-20 16:18:40;464347.448206132;6111744.58747028
379;18;[38, 38, 40, 0, 39, 39, 39, 40, 40, 36, 40, 0, 38, 42, 38, 38, 40, 38, 38, 0, 40, 40, 40, 0];[52, 51, 50, 51, 52, 52, 50, 75, 74, 74, 74, 74, 54, 69, 68, 68, 69, 70, 59, 60, 60, 59, 59, 59];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 19, 0, 0, 29, 21, 0, 0, 14, 21, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-23 19:41:30;2018-02-23 19:39:30;464353.02798097;6110580.25570638
409;18;[0, 0, 0, 0, 0, 0, 0, 0, 32, 33, 0, 32, 31, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21];[0, 0, 0, 0, 0, 0, 0, 0, 31, 27, 33, 25, 32, 46, 46, 44, 45, 48, 45, 47, 49, 44, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[194, 197, 195, 197, 198, 196, 192, 142, 145, 150, 146, 146, 148, 73, 137, 134, 132, 135, 132, 128, 0, 13, 76, 59];2018-02-22 09:26:35;2018-02-22 09:24:35;465002.433299803;6110857.37775524
231;18;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-18 17:55:15;2018-02-18 17:53:15;463188.734224387;6110574.60472512
402;18;[24, 34, 30, 24, 25, 28, 0, 32, 0, 38, 37, 37, 0, 32, 0, 31, 0, 0, 0, 0, 28, 0, 28, 0];[0, 85, 85, 85, 83, 84, 84, 43, 0, 50, 47, 46, 72, 70, 70, 70, 0, 69, 69, 70, 78, 79, 78, 78];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-22 10:22:05;2018-02-22 10:20:05;464404.828898399;6110494.9541978
375;18;[31, 33, 24, 24, 36, 37, 34, 26, 27, 29, 18, 27, 0, 25, 0, 32, 38, 33, 27, 29, 0, 31, 0, 0];[44, 45, 0, 32, 0, 0, 0, 34, 33, 32, 0, 37, 52, 48, 53, 50, 47, 52, 0, 55, 54, 57, 53, 57];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-23 19:26:30;2018-02-23 19:24:30;464011.623886663;6110373.18446588
461;18;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-21 09:25:45;2018-02-21 09:23:45;463706.539408834;6109720.97533843
245;18;[46, 47, 51, 48, 50, 37, 44, 0, 42, 45, 46, 45, 47, 46, 36, 44, 39, 39, 44, 42, 41, 47, 44, 40];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 189, 81];[0, 0, 0, 27, 0, 0, 0, 77, 72, 67, 55, 45, 32, 56, 47, 0, 0, 0, 0, 117, 75, 108, 121, 101];2018-02-20 09:57:30;2018-02-20 09:55:30;464383.814761139;6111299.57243711
342;18;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[108, 95, 102, 101, 0, 0, 111, 133, 130, 135, 133, 136, 117, 118, 118, 143, 146, 146, 140, 146, 150, 143, 145, 147];2018-02-23 12:32:25;2018-02-23 12:30:25;465017.806595523;6111217.0900513
449;18;[0, 0, 0, 0, 0, 0, 32, 32, 29, 0, 29, 0, 0, 23, 31, 26, 33, 33, 36, 31, 31, 0, 0, 16];[72, 73, 73, 74, 73, 73, 65, 61, 73, 70, 72, 70, 73, 80, 78, 78, 79, 79, 79, 78, 78, 73, 68, 70];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-22 08:33:05;2018-02-22 08:31:05;464593.75770855;6110375.92046023
192;12;[99, 96, 97, 97, 98, 96, 96, 96, 81, 74, 75, 98, 89, 90, 91, 88, 96, 95, 82, 85, 94, 100, 98, 101];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-01-27 10:41:45;2018-01-27 10:39:45;463682.676384918;6111107.81531298
101;12;[0, 0, 0, 0, 0, 0, 0, 36, 31, 33, 0, 32, 32, 30, 33, 38, 32, 35, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-01-27 19:46:40;2018-01-27 19:44:40;463560.940680708;6111501.13807097
415;18;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-20 18:36:10;2018-02-20 18:34:10;463603.022619928;6109891.681572
434;18;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[40, 37, 39, 34, 32, 36, 0, 0, 0, 0, 0, 0, 0, 36, 35, 41, 42, 39, 41, 39, 35, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[52, 60, 75, 63, 53, 55, 62, 53, 58, 114, 123, 127, 128, 131, 0, 85, 66, 74, 162, 155, 153, 155, 150, 153];2018-02-22 09:07:45;2018-02-22 09:05:45;465224.903210635;6110875.64528688
559;18;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-23 10:14:00;2018-02-23 10:12:00;464425.840873313;6109690.22407516
312;18;[55, 0, 52, 54, 54, 53, 53, 52, 50, 0, 49, 52, 51, 49, 51, 50, 47, 0, 50, 38, 49, 51, 50, 49];[29, 0, 0, 0, 25, 27, 0, 23, 30, 28, 27, 0, 0, 0, 0, 0, 0, 0, 0, 39, 42, 39, 42, 43];[78, 80, 78, 84, 82, 74, 27, 86, 76, 64, 67, 67, 18, 35, 49, 53, 55, 49, 39, 73, 67, 75, 69, 98];[0, 54, 56, 71, 45, 0, 49, 0, 0, 0, 0, 0, 0, 0, 79, 68, 77, 85, 74, 0, 0, 0, 0, 0];2018-02-22 11:32:45;2018-02-22 11:30:45;464368.465975664;6110939.96981481
98;18;[0, 57, 58, 52, 52, 53, 54, 57, 55, 57, 56, 60, 55, 55, 53, 53, 51, 53, 51, 50, 50, 52, 54, 53];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-23 17:03:50;2018-02-23 17:01:50;463304.85075552;6111345.73054009
220;12;[56, 54, 53, 0, 54, 49, 0, 32, 35, 37, 0, 0, 54, 51, 54, 50, 50, 44, 45, 0, 46, 48, 50, 50];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[114, 117, 118, 119, 113, 0, 0, 0, 0, 0, 65, 107, 105, 102, 115, 109, 0, 24, 64, 74, 60, 84, 91, 71];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0];2018-01-27 08:27:00;2018-01-27 08:25:00;464161.335449907;6111281.39524809
233;18;[35, 36, 39, 35, 36, 34, 39, 28, 0, 0, 0, 0, 20, 11, 0, 0, 0, 0, 0, 31, 36, 36, 35, 38];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-20 12:19:15;2018-02-20 12:17:15;463359.47427184;6110678.21311829
458;18;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[62, 78, 60, 79, 83, 132, 85, 132, 129, 120, 129, 128, 0, 100, 87, 52, 99, 108, 98, 93, 88, 95, 90, 110];2018-02-23 11:13:15;2018-02-23 11:11:15;465362.126762681;6110842.01297462
212;18;[70, 74, 71, 65, 71, 69, 61, 60, 63, 55, 65, 65, 67, 52, 50, 51, 49, 61, 64, 67, 68, 73, 71, 56];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-20 12:36:50;2018-02-20 12:34:50;463478.407399681;6110867.11480159
485;18;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-21 10:27:10;2018-02-21 10:25:10;463843.660374316;6109687.36568211
339;18;[0, 30, 0, 0, 0, 0, 0, 40, 43, 42, 42, 41, 44, 34, 36, 38, 35, 39, 39, 36, 45, 36, 38, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[255, 255, 249, 255, 255, 254, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255];2018-02-22 13:11:30;2018-02-22 13:09:30;464761.700298031;6111061.72373417
166;12;[36, 0, 0, 0, 0, 35, 40, 0, 39, 44, 29, 61, 59, 60, 59, 61, 59, 48, 48, 46, 47, 51, 44, 50];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-01-27 11:00:30;2018-01-27 10:58:30;463374.782451847;6111037.81791119
459;18;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 32, 28, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[111, 111, 110, 107, 106, 107, 0, 38, 24, 58, 43, 22, 0, 41, 59, 0, 53, 57, 40, 100, 102, 104, 105, 107];2018-02-23 11:09:15;2018-02-23 11:07:15;465447.465469497;6110893.79679985
306;18;[49, 47, 52, 50, 51, 50, 52, 52, 52, 55, 53, 54, 48, 48, 51, 51, 49, 49, 48, 48, 49, 48, 50, 49];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 29, 31, 36];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-02-22 11:12:15;2018-02-22 11:10:15;463856.299737983;6110629.19273484
30;12;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];2018-01-27 18:01:00;2018-01-27 17:59:00;463234.823374757;6111653.64215787
